"id","name","type1_id","type2_id","stats_id","can_evolve","front_sprite","shiny_front_sprite","ability","ability_desc","hidden_ability","hidden_ability_desc","generation","weight"
52,"meowth",1,0,52,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/52.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/52.png","technician","This Pokémon's moves have 1.5× their power if their base power is 60 or less.

This includes moves of variable power, such as hidden power and magnitude, when their power is 60 or less.  helping hand's power boost is taken into account for any move, as is defense curl's power boost for rollout.","unnerve","Opposing Pokémon cannot eat held Berries while this Pokémon is in battle.

Affected Pokémon can still use bug bite or pluck to eat a target's Berry.","i",42
53,"persian",1,0,53,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/53.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/53.png","technician","This Pokémon's moves have 1.5× their power if their base power is 60 or less.

This includes moves of variable power, such as hidden power and magnitude, when their power is 60 or less.  helping hand's power boost is taken into account for any move, as is defense curl's power boost for rollout.","unnerve","Opposing Pokémon cannot eat held Berries while this Pokémon is in battle.

Affected Pokémon can still use bug bite or pluck to eat a target's Berry.","i",320
54,"psyduck",3,0,54,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/54.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/54.png","cloud-nine","While this Pokémon is in battle, weather can still be in play, but will not have any of its effects.

This ability functions identically to air lock.","swift-swim","This Pokémon's Speed is doubled during rain.

This bonus does not count as a stat modifier.","i",196
55,"golduck",3,0,55,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/55.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/55.png","cloud-nine","While this Pokémon is in battle, weather can still be in play, but will not have any of its effects.

This ability functions identically to air lock.","swift-swim","This Pokémon's Speed is doubled during rain.

This bonus does not count as a stat modifier.","i",766
56,"mankey",7,0,56,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/56.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/56.png","anger-point","Whenever this Pokémon receives a critical hit, its Attack rises to the maximum of 6 stages.

This ability will still take effect if the critical hit is received by a substitute.","defiant","When any of this Pokémon's stats are lowered, its Attack rises by two stages.

If multiple stats are lowered at once, this ability takes effect with each stat lowered.","i",280
57,"primeape",7,0,57,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/57.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/57.png","anger-point","Whenever this Pokémon receives a critical hit, its Attack rises to the maximum of 6 stages.

This ability will still take effect if the critical hit is received by a substitute.","defiant","When any of this Pokémon's stats are lowered, its Attack rises by two stages.

If multiple stats are lowered at once, this ability takes effect with each stat lowered.","i",320
58,"growlithe",2,0,58,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/58.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/58.png","flash-fire","This Pokémon is immune to fire-type moves.  Once this Pokémon has been hit by a Fire move, its own Fire moves will inflict 1.5× as much damage until it leaves battle.

This ability has no effect while the Pokémon is frozen.  The Fire damage bonus is retained even if the Pokémon is frozen and thawed or the ability is lost or disabled.  Fire moves will ignore this Pokémon's substitute.  This ability takes effect even on non-damaging moves, i.e. will o wisp.","justified","Whenever a dark-type move hits this Pokémon, its Attack rises one stage.

The move is not negated in any way.","i",190
59,"arcanine",2,0,59,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/59.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/59.png","flash-fire","This Pokémon is immune to fire-type moves.  Once this Pokémon has been hit by a Fire move, its own Fire moves will inflict 1.5× as much damage until it leaves battle.

This ability has no effect while the Pokémon is frozen.  The Fire damage bonus is retained even if the Pokémon is frozen and thawed or the ability is lost or disabled.  Fire moves will ignore this Pokémon's substitute.  This ability takes effect even on non-damaging moves, i.e. will o wisp.","justified","Whenever a dark-type move hits this Pokémon, its Attack rises one stage.

The move is not negated in any way.","i",1550
60,"poliwag",3,0,60,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/60.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/60.png","damp","While this Pokémon is in battle, self destruct and explosion will fail and aftermath will not take effect.","swift-swim","This Pokémon's Speed is doubled during rain.

This bonus does not count as a stat modifier.","i",124
61,"poliwhirl",3,0,61,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/61.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/61.png","damp","While this Pokémon is in battle, self destruct and explosion will fail and aftermath will not take effect.","swift-swim","This Pokémon's Speed is doubled during rain.

This bonus does not count as a stat modifier.","i",200
62,"poliwrath",3,7,62,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/62.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/62.png","damp","While this Pokémon is in battle, self destruct and explosion will fail and aftermath will not take effect.","swift-swim","This Pokémon's Speed is doubled during rain.

This bonus does not count as a stat modifier.","i",540
63,"abra",11,0,63,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/63.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/63.png","inner-focus","This Pokémon cannot flinch.","magic-guard","This Pokémon is immune to damage not directly caused by a move.

For example, this Pokémon takes no damage from from weather, recoil, status ailments, or spikes, but it still suffers from the Attack cut when burned, and a life orb will still power up this Pokémon's moves without damaging it.  Anything that directly depends on such damage will also not happen; for example, leech seed will neither hurt this Pokémon nor heal the opponent, and Pokémon with a jaboca berry or rowap berry will not consume the berry when hit by this Pokémon.

The following are unaffected: struggle, pain split (whether used by or against this Pokémon), belly drum, substitute, curse, moves that knock the user out, and damage from confusion.

This Pokémon will neither lose nor regain HP if it drains HP from a Pokémon with liquid ooze.

If this Pokémon is badly poisoned, the poison counter is still increased each turn; if the Pokémon loses this ability, it will begin taking as much damage as it would be if it had been taking increasing damage each turn.","i",195
64,"kadabra",11,0,64,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/64.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/64.png","inner-focus","This Pokémon cannot flinch.","magic-guard","This Pokémon is immune to damage not directly caused by a move.

For example, this Pokémon takes no damage from from weather, recoil, status ailments, or spikes, but it still suffers from the Attack cut when burned, and a life orb will still power up this Pokémon's moves without damaging it.  Anything that directly depends on such damage will also not happen; for example, leech seed will neither hurt this Pokémon nor heal the opponent, and Pokémon with a jaboca berry or rowap berry will not consume the berry when hit by this Pokémon.

The following are unaffected: struggle, pain split (whether used by or against this Pokémon), belly drum, substitute, curse, moves that knock the user out, and damage from confusion.

This Pokémon will neither lose nor regain HP if it drains HP from a Pokémon with liquid ooze.

If this Pokémon is badly poisoned, the poison counter is still increased each turn; if the Pokémon loses this ability, it will begin taking as much damage as it would be if it had been taking increasing damage each turn.","i",565
65,"alakazam",11,0,65,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/65.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/65.png","inner-focus","This Pokémon cannot flinch.","magic-guard","This Pokémon is immune to damage not directly caused by a move.

For example, this Pokémon takes no damage from from weather, recoil, status ailments, or spikes, but it still suffers from the Attack cut when burned, and a life orb will still power up this Pokémon's moves without damaging it.  Anything that directly depends on such damage will also not happen; for example, leech seed will neither hurt this Pokémon nor heal the opponent, and Pokémon with a jaboca berry or rowap berry will not consume the berry when hit by this Pokémon.

The following are unaffected: struggle, pain split (whether used by or against this Pokémon), belly drum, substitute, curse, moves that knock the user out, and damage from confusion.

This Pokémon will neither lose nor regain HP if it drains HP from a Pokémon with liquid ooze.

If this Pokémon is badly poisoned, the poison counter is still increased each turn; if the Pokémon loses this ability, it will begin taking as much damage as it would be if it had been taking increasing damage each turn.","i",480
66,"machop",7,0,66,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/66.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/66.png","no-guard","Moves used by or against this Pokémon never miss.

One-hit KO moves are unaffected.  Moves affected by this ability can hit Pokémon during the preparation turn of moves like dig or fly.

Overworld: If the lead Pokémon has this ability, the wild encounter rate is doubled.","steadfast","Whenever this Pokémon flinches, its Speed rises one stage.","i",195
67,"machoke",7,0,67,1,"https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/67.png","https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/67.png","no-guard","Moves used by or against this Pokémon never miss.

One-hit KO moves are unaffected.  Moves affected by this ability can hit Pokémon during the preparation turn of moves like dig or fly.

Overworld: If the lead Pokémon has this ability, the wild encounter rate is doubled.","steadfast","Whenever this Pokémon flinches, its Speed rises one stage.","i",705
